FMTM,WSF2,WSF5,SNOW,PRCP,WT08,DATE,WDF2,AWND,WDF5,PGTM,WT01,TMAX,WESD,WT13,TMIN,WT16,WT14,WT18,WT22,WT04,WT06,WT09,WT15,WT17,WT02,WT19,WT03,WT05,WT11,TSUN,WT21,WV20,RHMX,ASLP,RHAV,ASTP,RHMN,AWBT,ADPT,WT07
 0650,  103,  130,    0,    0,,2002-09-12,  320,   54,  330, 0018,,22.8,    0,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,
 1431,  192,  241,    0,    0,,2002-09-11,  320,   86,  330, 1352,    1,25.6,    0,    1,17.8,,,,,,,,,,,,,,,,,,,,,,,,,
 1636,   76,   89,    0,    0,,2002-09-10,  190,   35,  200, 1641,,31.1,    0,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,
 1855,   58,   67,    0,    0,,2002-09-09,  170,   21,  170, 1814,,32.8,    0,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,
 1811,   67,   76,    0,    0,,2002-09-08,  190,   27,  190, 1810,,28.9,    0,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,
 1650,   63,   80,    0,    0,,2002-09-07,  190,   26,  140, 1325,,28.3,    0,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,
 0216,   76,   98,    0,    0,,2002-09-06,  360,   32,  360, 0216,,26.7,    0,,16.7,,,,,,,,,,,,,,,,,,,,,,,,,
 1557,   89,   98,    0,    0,,2002-09-05,  320,   46,  320, 1556,,26.7,    0,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,
 1605,   80,   98,    0,    0,    1,2002-09-04,  330,   39,  330, 1605,    1,30.6,    0,    1,22.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1616,   72,   80,    0,    0,,2002-09-03,  170,   31,  170, 1615,    1,28.3,    0,    1,17.8,,,,,,,,,,,,,,,,,,,,,,,,,
 0713,  103,  125,    0,  732,,2002-09-02,   50,   61,   40, 0708,    1,20.0,    0,    1,16.7,    1,,,,,,,,,,,,,,,,,,,,,,,,
 0938,  107,  130,    0,   64,,2002-09-01,   60,   76,   60, 0907,    1,19.4,    0,    1,15.6,    1,    1,,,,,,,,,,,,,,,,,,,,,,,
 1117,  103,  116,    0,    0,,2002-08-31,   70,   55,   60, 1112,,22.8,    0,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1415,   58,   76,    0,    0,,2002-08-30,   20,   34,   20, 0152,    1,23.3,    0,    1,16.1,    1,    1,,,,,,,,,,,,,,,,,,,,,,,
 0813,  139,  165,    0,  653,,2002-08-29,   60,   68,   50, 0810,    1,18.9,    0,    1,16.1,    1,    1,,,,,,,,,,,,,,,,,,,,,,,
 1439,   98,  116,    0,    8,,2002-08-28,   70,   70,   80, 0745,,24.4,    0,,18.3,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1446,   58,   63,    0,    0,,2002-08-27,   90,   27,   80, 1446,    1,28.9,    0,    1,21.7,,,,,,,,,,,,,,,,,,,,,,,,,
 1918,   58,   67,    0,    0,,2002-08-26,  180,   21,  180, 1911,,28.9,    0,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,
 0150,   63,   72,    0,    0,,2002-08-25,  330,   34,  330, 0148,,28.9,    0,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,
 1518,   58,   72,    0,  165,,2002-08-24,  130,   32,   90, 1152,    1,22.8,    0,    1,20.0,    1,    1,,,,,,,,,,    1,,,,,,,,,,,,,
 1413,   72,   94,    0,    0,    1,2002-08-23,   70,   46,   80, 1412,,25.0,    0,,21.1,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1604,   94,  112,    0,   64,,2002-08-22,  180,   50,  180, 1603,    1,28.9,    0,    1,21.7,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1004,   67,   89,    0,    0,,2002-08-21,   50,   43,   50, 0845,,28.9,    0,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,
 0247,   76,  103,    0,  130,,2002-08-20,  340,   43,   50, 1626,    1,28.9,    0,    1,20.0,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 1548,   76,   98,    0,    0,,2002-08-19,  300,   39,  290, 1547,,33.9,    0,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,
 1556,   76,   94,    0,    0,,2002-08-18,  170,   36,  200, 1514,,35.0,    0,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1431,   76,   94,    0,    0,    1,2002-08-17,  190,   36,  190, 1424,,33.3,    0,,25.6,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1412,   98,  116,    0,    0,,2002-08-16,  320,   37,  310, 1411,,33.3,    0,,24.4,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 1527,  116,  139,    0,    0,,2002-08-15,  180,   56,  170, 1450,,32.2,    0,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,
 1610,  107,  125,    0,    0,    1,2002-08-14,  180,   50,  190, 1609,,34.4,    0,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,
 1635,   89,  103,    0,    0,    1,2002-08-13,  190,   38,  190, 1634,,36.1,    0,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,
 1713,   76,   94,    0,    0,,2002-08-12,  170,   36,  180, 1707,,33.9,    0,,23.3,,,,,,,,,,,,,,,,,,,,,,,,,
 1700,   80,   98,    0,    0,,2002-08-11,  180,   44,  180, 1658,,32.8,    0,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1852,   89,  107,    0,    0,,2002-08-10,  190,   42,  190, 1909,,31.1,    0,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1214,   72,   89,    0,    0,,2002-08-09,   20,   35,   90, 1621,,28.9,    0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
 1641,   76,   98,    0,    0,,2002-08-08,   10,   37,   20, 1601,,27.2,    0,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,
 1446,   89,  130,    0,    0,,2002-08-07,   10,   48,   10, 1445,,26.1,    0,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1054,  125,  148,    0,    3,,2002-08-06,   20,   70,   10, 1159,,27.2,    0,,19.4,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1949,   89,  112,    0,    0,    1,2002-08-05,  290,   46,  290, 1805,,33.3,    0,,26.7,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1640,   76,   98,    0,    0,    1,2002-08-04,  170,   40,  160, 1639,    1,32.8,    0,    1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
 0406,   63,   98,    0,    0,,2002-08-03,  310,   32,   60, 1145,,31.7,    0,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,
 1852,  134,  148,    0,  168,    1,2002-08-02,   90,   44,  110, 1855,    1,34.4,    0,    1,22.2,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 0807,   67,  107,    0,    0,,2002-08-01,   10,   32,   80, 1159,,34.4,    0,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,
 1854,   54,   63,    0,    0,,2002-07-31,  200,   28,  160, 1814,,33.9,    0,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,
 1739,   98,  116,    0,    0,,2002-07-30,  310,   63,  330, 1712,,33.3,    0,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,
 2359,   54,   67,    0,    0,    1,2002-07-29,  270,   45,  280, 2359,,35.6,    0,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,
 1514,   72,   80,    0,    0,    1,2002-07-28,  170,   34,  190, 1514,    1,28.9,    0,    1,21.1,,,,,,,,,,,,,,,,,,,,,,,,,
 1121,   58,   67,    0,    0,,2002-07-27,  240,   31,  240, 1121,    1,24.4,    0,    1,19.4,    1,    1,,,,,,,,,,,,,,,,,,,,,,,
 1045,   80,  116,    0,    0,,2002-07-26,   60,   42,   60, 1045,,22.2,    0,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,
 1332,   94,  112,    0,    0,,2002-07-25,   60,   54,   60, 1200,,25.0,    0,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,
 0853,  103,  125,    0,    0,,2002-07-24,   50,   55,   60, 0752,,26.1,    0,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,
 1710,  116,  148,    0,   30,,2002-07-23,  320,   56,  320, 1703,    1,36.1,    0,    1,22.8,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 2148,   80,   98,    0,    0,,2002-07-22,  220,   52,  220, 2201,,32.2,    0,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,
 1840,   80,  103,    0,    0,,2002-07-21,  180,   47,  190, 1855,,27.8,    0,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,
 0903,   76,   94,    0,    0,    1,2002-07-20,   10,   43,   20, 0850,    1,29.4,    0,    1,22.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1704,  130,  165,    0,  213,    1,2002-07-19,  310,   40,  340, 1642,    1,32.8,    0,    1,22.8,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 1232,   89,  107,    0,    0,    1,2002-07-18,  270,   37,  300, 1222,,35.0,    0,,24.4,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1625,   80,   94,    0,    0,,2002-07-17,  160,   36,  170, 1628,,30.6,    0,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,
 0031,   98,  130,    0,   20,,2002-07-16,  320,   46,  320, 0031,,30.6,    0,,23.3,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1343,   76,   94,    0,    0,,2002-07-15,  320,   38,  320, 1342,,32.8,    0,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1633,   67,   76,    0,    0,,2002-07-14,  190,   37,  190, 1635,,27.8,    0,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1741,   89,  103,    0,    0,,2002-07-13,  180,   46,  190, 1727,,28.3,    0,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,
 1633,   80,   98,    0,    0,,2002-07-12,  180,   42,  170, 1711,,27.2,    0,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,
 0849,  103,  130,    0,    0,,2002-07-11,   20,   41,   10, 0857,,25.6,    0,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,
 2334,  103,  130,    0,    5,    1,2002-07-10,   10,   48,  360, 2343,    1,28.9,    0,    1,20.0,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1635,  143,  170,    0,  104,    1,2002-07-09,  310,   43,  310, 1635,    1,34.4,    0,    1,23.9,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 2250,   76,   94,    0,    0,    1,2002-07-08,  230,   38,  230, 2243,,32.8,    0,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,
 0323,   80,   89,    0,    0,    1,2002-07-07,  300,   43,  300, 0603,,30.6,    0,,20.6,,,,,,,,,,,,,,,,,,,,,,,,,
 1806,   89,  112,    0,    0,    1,2002-07-06,  310,   52,  320, 1702,,27.2,    0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
 0552,  112,  130,    0,    0,,2002-07-05,  330,   68,  320, 0913,,30.0,    0,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,
 1809,   80,  107,    0,    0,,2002-07-04,  280,   47,  250, 1815,,36.7,    0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
 1349,   72,   94,    0,    0,    1,2002-07-03,  280,   37,  280, 1348,,36.1,    0,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,
 1859,   72,   80,    0,    0,    1,2002-07-02,  280,   37,  270, 2103,,36.1,    0,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,
 1424,   72,   94,    0,    0,,2002-07-01,  250,   50,  240, 1423,,32.2,    0,,23.3,,,,,,,,,,,,,,,,,,,,,,,,,
 1612,   94,  112,    0,    0,,2002-06-30,  190,   44,  180, 1608,,30.6,    0,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,
,   67,   67,    0,    0,,2002-06-29,  340,   37,  340,,,29.4,    0,,22.2,,,,,,,,,,,,,,,    0,,,,,,,,,,
 1326,   76,  103,    0,    0,,2002-06-28,  310,   40,  310, 1301,    1,30.0,    0,    1,22.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1947,  134,  161,    0,  165,,2002-06-27,  320,   59,  330, 1947,    1,33.9,    0,    1,22.2,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 1434,   89,  112,    0,   91,    1,2002-06-26,   60,   32,   60, 1434,    1,35.0,    0,    1,23.3,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 1113,   72,  107,    0,    0,    1,2002-06-25,   60,   41,   70, 0647,,29.4,    0,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,
 0912,   76,   94,    0,    0,    1,2002-06-24,  320,   41,  320, 0857,,31.7,    0,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,
 1639,   80,   98,    0,    0,,2002-06-23,  220,   44,  220, 1620,,32.2,    0,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1542,   76,   89,    0,    0,,2002-06-22,  170,   43,  170, 1646,,31.7,    0,,20.6,,,,,,,,,,,,,,,,,,,,,,,,,
 1625,   80,   94,    0,    0,,2002-06-21,  170,   40,  170, 1624,,27.8,    0,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,
 1634,   67,  107,    0,    0,    1,2002-06-20,  180,   36,   70, 1053,    1,26.7,    0,    1,17.8,,,,,,,,,,,,,,,,,,,,,,,,,
 1752,   76,  107,    0,    0,,2002-06-19,  200,   29,  170, 1334,,26.7,    0,,18.9,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1545,   94,  103,    0,    0,,2002-06-18,  190,   36,  180, 1608,,26.7,    0,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,
 2026,  148,  174,    0,    0,,2002-06-17,  290,   42,  280, 2026,,25.6,    0,,17.2,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 1654,  112,  148,    0,   25,,2002-06-16,  300,   35,  280, 1653,,26.1,    0,,16.1,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 0104,   98,  112,    0,   15,,2002-06-15,   70,   43,   80, 0052,    1,17.2,    0,    1,12.8,    1,    1,,,,,,,,,,,,,,,,,,,,,,,
 2208,   94,  130,    0,  135,,2002-06-14,   70,   53,   70, 2045,    1,16.1,    0,    1,13.3,    1,    1,,,,,,,,,,,,,,,,,,,,,,,
 0117,   76,   89,    0,    0,,2002-06-13,   50,   44,   70, 0629,,18.9,    0,,13.9,    1,,,,,,,,,,,,,,,,,,,,,,,,
 2211,   98,  125,    0,   51,    1,2002-06-12,   70,   57,  270, 1344,    1,32.2,    0,    1,15.6,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 1627,   98,  130,    0,    0,    1,2002-06-11,  240,   48,  260, 1747,,33.3,    0,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,
 2036,   76,   94,    0,    0,,2002-06-10,  190,   45,  190, 2044,,25.6,    0,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,
 1232,   67,   80,    0,    0,,2002-06-09,  220,   41,  220, 1231,,29.4,    0,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,
 1848,   67,   76,    0,    0,,2002-06-08,  170,   37,  180, 1528,,20.6,    0,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,
 0716,  139,  161,    0,  132,,2002-06-07,   60,   71,   60, 0705,    1,20.6,    0,    1,13.9,    1,,,,,,,,,,,,,,,,,,,,,,,,
 2230,  125,  148,    0,  455,    1,2002-06-06,   70,   53,   70, 2120,    1,25.0,    0,    1,15.0,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 2336,   89,  107,    0,    0,,2002-06-05,  220,   52,  210, 2342,,28.9,    0,,18.9,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 1606,  103,  125,    0,    0,,2002-06-04,  180,   62,  180, 1816,,22.8,    0,,16.1,,,,,,,,,,,,,,,,,,,,,,,,,
 1343,   80,  112,    0,    0,,2002-06-03,  320,   46,  300, 1342,,22.8,    0,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,
 1430,  143,  174,    0,    0,,2002-06-02,  320,   70,  300, 1041,,26.1,    0,,16.7,,,,,,,,,,,,,,,,,,,,,,,,,
 1354,  103,  134,    0,    0,    1,2002-06-01,  260,   48,  250, 1353,    1,31.1,    0,    1,19.4,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1740,  116,  156,    0,  130,,2002-05-31,  240,   42,  240, 1738,    1,30.0,    0,    1,17.8,    1,,,,,,,,,,,    1,    1,,,,,,,,,,,,
 1646,   80,   98,    0,    0,,2002-05-30,  180,   39,  170, 1559,    1,26.7,    0,    1,16.7,,,,,,,,,,,,,,,,,,,,,,,,,
 1727,   72,   89,    0,    0,    1,2002-05-29,  180,   39,  170, 1726,    1,25.6,    0,    1,16.7,,,,,,,,,,,,,,,,,,,,,,,,,
 1447,   76,   89,    0,    0,    1,2002-05-28,  190,   36,  190, 1447,    1,24.4,    0,    1,17.2,    1,    1,,,,,,,,,,,,,,,,,,,,,,,
 1726,   67,   89,    0,    0,    1,2002-05-27,  170,   33,  200, 1624,    1,25.6,    0,    1,14.4,,,,,,,,,,    1,,,,,,,,,,,,,,,
 0040,   67,   76,    0,    0,    1,2002-05-26,  170,   40,  170, 0040,    1,19.4,    0,    1,13.3,,,,,,,,,,,,,,,,,,,,,,,,,
 0126,  112,  139,    0,    0,,2002-05-25,  330,   53,  330, 0121,,20.6,    0,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,
 1950,  107,  139,    0,    0,,2002-05-24,  330,   50,  320, 1951,,29.4,    0,,14.4,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1730,   94,  107,    0,    0,,2002-05-23,  190,   41,  200, 1732,,22.8,    0,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,
 1824,   76,   89,    0,    0,,2002-05-22,  190,   37,  190, 1823,,19.4,    0,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,
 1838,   94,  112,    0,    0,,2002-05-21,  330,   52,  340, 1838,,15.6,    0,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1338,   76,   94,    0,    0,,2002-05-20,  310,   47,  360, 1000,,13.9,    0,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
 2102,   80,  103,    0,    0,,2002-05-19,  350,   51,  350, 2101,,14.4,    0,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,
 0622,  156,  197,    0,  366,,2002-05-18,   60,   72,   70, 0620,    1,12.8,    0,    1,6.7,    1,,,,,,,,,,,,,,,,,,,,,,,,
 0024,  103,  134,    0,    8,,2002-05-17,  250,   55,  240, 0031,,25.0,    0,,12.8,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1113,  116,  143,    0,    0,,2002-05-16,  250,   62,  260, 1625,,27.2,    0,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,
 1218,  143,  192,    0,    0,,2002-05-15,  300,   84,  310, 1206,,20.0,    0,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,
 2141,  143,  201,    0,    8,,2002-05-14,  290,   78,  250, 1438,    1,17.2,    0,    1,8.9,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1721,  130,  148,    0,  165,    1,2002-05-13,   60,   61,   60, 1719,    1,13.3,    0,    1,9.4,    1,    1,,,,,,,,,,    1,,,,,,,,,,,,,
 1016,   76,   94,    0,   43,,2002-05-12,  200,   39,  200, 1014,    1,17.8,    0,    1,11.1,    1,    1,,,,,,,,,,    1,,,,,,,,,,,,,
 0809,   98,  112,    0,    0,,2002-05-11,  320,   49,  330, 0919,,21.7,    0,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,
 2210,  116,  143,    0,    0,,2002-05-10,  330,   51,  270, 1811,    1,24.4,    0,    1,11.7,    1,,,,,,,,,,,,,,,,,,,,,,,,
 0534,   72,   80,    0,   28,,2002-05-09,   80,   37,  120, 1007,    1,13.3,    0,    1,10.0,    1,    1,,,,,,,,,,,,,,,,,,,,,,,
 1801,   72,   89,    0,    0,,2002-05-08,  130,   51,  130, 1801,,21.1,    0,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,
 1427,   72,   94,    0,    0,,2002-05-07,  200,   30,  280, 1610,,27.8,    0,,13.3,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1339,  107,  116,    0,    0,,2002-05-06,  180,   53,  200, 1645,,23.3,    0,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,
 1735,   94,  107,    0,    0,,2002-05-05,  180,   38,  190, 1728,,20.6,    0,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,
 1754,   98,  116,    0,    0,,2002-05-04,  190,   46,  190, 1753,,18.9,    0,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,
 1431,  174,  215,    0,    0,,2002-05-03,  320,   91,  310, 1454,,15.6,    0,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,
 0810,   89,  130,    0,   91,,2002-05-02,  150,   43,  160, 0809,    1,14.4,    0,    1,9.4,    1,    1,,,,,,,,,,,,,,,,,,,,,,,
 1458,   89,  103,    0,    0,,2002-05-01,  320,   37,  310, 1458,,19.4,    0,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,
 0112,  103,  125,    0,   56,,2002-04-30,  320,   53,  320, 0010,    1,13.9,    0,    1,6.1,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1210,  125,  143,    0,    0,,2002-04-29,  310,   70,  310, 2000,    1,13.3,    0,    1,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
 1954,  116,  139,    0,  335,,2002-04-28,  330,   51,  330, 1953,    1,13.3,    0,    1,8.9,    1,,,,,,,,,    1,,    1,,,,,,,,,,,,,
 1752,   89,   98,    0,    3,,2002-04-27,  200,   41,  200, 1750,,16.7,    0,,5.6,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1047,  116,  139,    0,    0,,2002-04-26,  320,   54,  300, 1047,,15.0,    0,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
 1741,  103,  125,    0,  119,,2002-04-25,  320,   55,  330, 1916,    1,11.7,    0,    1,6.1,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1802,   89,  103,    0,    0,,2002-04-24,  180,   36,  190, 1727,,15.6,    0,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,
 2353,  134,  161,    0,    0,,2002-04-23,  320,   59,  320, 2353,,11.7,    0,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
 2345,  139,  161,    0,   89,,2002-04-22,  320,   49,  320, 2353,    1,10.0,    0,    1,5.6,    1,,,,,,,,,,,,,,,,,,,,,,,,
 0009,   89,  103,    0,    0,,2002-04-21,  310,   40,  330, 0159,,13.3,    0,,9.4,    1,,,,,,,,,,,,,,,,,,,,,,,,
 2239,   80,   98,    0,   25,,2002-04-20,  310,   34,  300, 2239,,20.6,    0,,12.8,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 1709,  246,  308,    0,  279,    1,2002-04-19,  290,   39,  290, 1708,    1,29.4,    0,    1,13.9,    1,,,,,,,,,    1,,    1,,    1,,,,,,,,,,,
 1709,   80,   98,    0,    0,,2002-04-18,  190,   34,  190, 1709,,32.2,    0,,20.6,,,,,,,,,,,,,,,,,,,,,,,,,
 1602,   94,  103,    0,    0,,2002-04-17,  190,   38,  190, 1600,,34.4,    0,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,
 1705,   76,   98,    0,    0,,2002-04-16,  190,   34,  190, 1701,,31.7,    0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
 1026,   80,   98,    0,    3,,2002-04-15,  270,   42,  290, 1210,,27.2,    0,,13.9,    1,,,,,,,,,,,    1,,,,,,,,,,,,,
 1543,   80,   89,    0,   13,    1,2002-04-14,  170,   41,  160, 1714,,23.3,    0,,13.9,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1715,   89,  107,    0,   15,,2002-04-13,  190,   44,  200, 1413,    1,22.2,    0,    1,11.7,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1741,   63,   94,    0,   23,,2002-04-12,  180,   40,   60, 1350,    1,13.9,    0,    1,6.7,    1,    1,,,,,,,,,,,,,,,,,,,,,,,
 0609,   98,  112,    0,    0,,2002-04-11,   70,   51,   60, 0609,,15.0,    0,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,
 0634,   98,  125,    0,    3,,2002-04-10,  340,   48,  340, 0612,    1,18.3,    0,    1,9.4,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1338,  112,  143,    0,   13,,2002-04-09,  240,   58,  240, 1337,    1,24.4,    0,    1,10.0,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1644,  103,  116,    0,    0,,2002-04-08,  190,   51,  180, 1643,,14.4,    0,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
 1712,   94,  107,    0,    0,,2002-04-07,  180,   43,  180, 1708,,8.9,    0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
 1908,  116,  143,    0,    0,,2002-04-06,  320,   59,  330, 2020,,7.2,    0,,0.6,,,    1,,,,,,,,,,,,,,,,,,,,,,
 1635,   89,   98,    0,    0,,2002-04-05,  290,   47,  290, 1621,,6.1,    0,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,
 0652,   98,  112,    0,    0,,2002-04-04,  330,   66,  300, 0950,,10.0,    0,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,
 1528,  148,  170,    0,   13,,2002-04-03,  310,   63,  330, 1551,    1,23.3,    0,    1,6.1,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1639,  116,  143,    0,    0,,2002-04-02,  180,   58,  180, 1638,,12.8,    0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
 1805,  125,  148,    0,   23,,2002-04-01,  320,   68,  310, 1539,    1,15.0,    0,    1,7.8,    1,,,,,,,,,,,,,,,,,,,,,,,,
 0411,   63,   67,    0,   58,,2002-03-31,  310,   28,  140, 2128,    1,16.1,    0,    1,8.3,    1,    1,,,,,,,,,,,,,,,,,,,,,,,
 0400,  107,  130,    0,    0,    1,2002-03-30,  190,   51,  180, 0303,    1,22.2,    0,    1,9.4,    1,,,,,,,,,,,,,,,,,,,,,,,,
 1813,  116,  139,    0,    0,,2002-03-29,  180,   57,  170, 1812,,12.8,    0,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
 0437,   80,   98,    0,    0,,2002-03-28,  320,   42,  320, 0437,,13.9,    0,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
 1803,  107,  130,    0,   89,,2002-03-27,  310,   64,  300, 1806,    1,10.6,    0,    1,3.9,    1,,,,,,,,,,,,,,,,,,,,,,,,
 2159,  156,  201,    0,   84,,2002-03-26,  310,   58,  300, 2159,    1,7.8,    0,    1,3.3,    1,    1,,,    1,,,,,,,,,    1,,,,,,,,,,,
 0655,   98,  112,    0,    3,,2002-03-25,   30,   51,   20, 0654,,10.0,    0,,2.8,    1,,,,,,,,,,,,,,,,,,,,,,,,
 0310,   98,  112,    0,    0,,2002-03-24,  280,   50,  290, 0309,,12.2,    0,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
 1537,  139,  165,    0,    0,,2002-03-23,  250,   77,  250, 1537,,8.9,    0,,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,
 0316,  165,  210,    0,    0,,2002-03-22,  330,   94,  310, 0041,,0.6,    0,,-5.6,,,    1,,,,,,,,,,,,,,,,,,,,,,
 2244,  170,  210,    0,    0,,2002-03-21,  330,   64,  320, 2305,,12.8,    0,,-0.6,    1,,    1,,,,,,,,,,,    1,,,,,,,,,,,
 1714,  107,  130,    0,  224,,2002-03-20,   60,   64,  140, 1206,    1,6.7,    0,    1,3.3,    1,,,,,,,,,,,,,,,,,,,,,,,,
