FMTM,WSF2,WSF5,SNOW,PRCP,WT08,DATE,WDF2,AWND,WDF5,PGTM,WT01,TMAX,WESD,WT13,TMIN,WT16,WT14,WT18,WT22,WT04,WT06,WT09,WT15,WT17,WT02,WT19,WT03,WT05,WT11,TSUN,WT21,WV20,RHMX,ASLP,RHAV,ASTP,RHMN,AWBT,ADPT,WT07
,   63,   81,    0,   30,    1,2022-05-04,   60,   27,   60,,    1,19.4,,,10.0,,,,,,,,,,,,,,,,,,   89,10152,   80,10142,   63,  111,   94,
,   76,  103,    0,    0,,2022-05-03,   50,   45,   50,,    1,16.1,,,10.0,,,,,,,,,,,,,,,,,,   86,10203,   73,10190,   58,  100,   78,
,   89,  103,    0,   89,    1,2022-05-02,  130,   43,   40,,    1,13.9,,,10.0,,,,,,,,,,,,    1,,,,,,   89,10176,   83,10163,   60,  100,   83,
,   72,   89,    0,    0,,2022-05-01,  160,   38,  150,,,19.4,,,8.9,,,,,,,,,,,,,,,,,,   74,10193,   46,10179,   23,   83,   11,
,   72,   94,    0,    0,,2022-04-30,  160,   36,  350,,,19.4,,,8.3,,,,,,,,,,,,,,,,,,   49,10190,   27,10179,   18,   56,  -61,
,  134,  157,    0,    0,,2022-04-29,  330,   77,  320,,,16.7,,,5.6,,,,,,,,,,,,,,,,,,   32,10179,   21,10166,   11,   33, -111,
,  139,  183,    0,    0,,2022-04-28,  320,   93,  320,,,13.3,,,5.0,,,,,,,,,,,,,,,,,,   55,10159,   31,10146,   16,   28,  -83,
,  139,  174,    0,    0,,2022-04-27,  310,   96,  310,,,15.0,,,5.6,,,,,,,,,,,,,,,,,,   74,10139,   43,10125,   28,   50,  -22,
,   76,  107,    0,   13,    1,2022-04-26,   50,   38,   40,,    1,15.6,,,10.0,,,,,,,,,,,,,,,,,,   89,10169,   80,10169,   59,  100,   83,
,   63,   89,    0,    0,,2022-04-25,  140,   42,   60,,,14.4,,,7.8,,,,,,,,,,,,,,,,,,   66,10237,   54,10230,   39,   67,   17,
,   81,  103,    0,    0,,2022-04-24,   40,   41,  150,,,15.6,,,8.9,,,,,,,,,,,,,,,,,,   77,10227,   47,10230,   32,   72,    6,
,   72,   85,    0,    0,,2022-04-23,  180,   31,  150,,,16.1,,,10.0,,,,,,,,,,,,,,,,,,   59,10271,   45,10268,   31,   72,   11,
,  103,  125,    0,    0,,2022-04-22,  300,   48,  330,,,20.0,,,11.1,,,,,,,,,,,,,,,,,,   67,10274,   39,10261,   19,   89,    6,
,  116,  161,    0,    0,,2022-04-21,  170,   54,  170,,,15.0,,,7.2,,,,,,,,,,,,,,,,,,   83,10298,   59,10295,   34,   72,   28,
,  116,  148,    0,    0,,2022-04-20,  300,   55,  290,,,15.6,,,6.1,,,,,,,,,,,,,,,,,,   71,10264,   41,10237,   22,   50,  -33,
,  143,  183,    0,  290,,2022-04-19,  260,   88,  280,,    1,10.0,,,4.4,,,,,,,,,,,,,,,,,,   90,10071,   58,10051,   35,   44,   -6,
,  116,  148,    0,  234,,2022-04-18,   70,   57,   80,,    1,11.7,,,5.0,,,,,,,,,,,,,,,,,,   86,10230,   50,10240,   32,   39,  -28,
,  125,  161,    0,    0,,2022-04-17,  290,   70,  290,,,10.0,,,5.6,,,,,,,,,,,,,,,,,,   74,10203,   42,10179,   27,   28,  -50,
,  116,  143,    0,   36,,2022-04-16,  330,   56,  330,,,21.1,,,7.2,,,,,,,,,,,,,,,,,,   79,10129,   47,10119,   29,   83,   22,
,  130,  170,    0,    0,,2022-04-15,  180,   55,  180,,,20.6,,,10.6,,,,,,,,,,,,,,,,,,   53,10183,   29,10166,   13,   72,  -39,
,  125,  161,    0,   28,,2022-04-14,  320,   49,  320,,,21.7,,,12.8,,,,,,,,,,,,    1,,,,,,   81,10085,   63,10068,   33,  122,   89,
,   76,  107,    0,    0,,2022-04-13,  170,   34,  140,,,20.6,,,10.0,,,,,,,,,,,,,,,,,,   77,10149,   63,10146,   40,  117,   83,
,   72,   94,    0,   10,,2022-04-12,  300,   33,  310,,,21.7,,,10.0,,,,,,,,,,,,,,,,,,   75,10163,   54,10152,   27,  100,   50,
,   98,  116,    0,    0,,2022-04-11,  190,   47,  190,,,15.6,,,5.6,,,,,,,,,,,,,,,,,,   64,10183,   46,10169,   23,   50,  -22,
,  134,  161,    0,    0,,2022-04-10,  320,   79,  300,,,9.4,,,6.1,,,,,,,,,,,,,,,,,,   63,10088,   47,10064,   36,   39,  -28,
,  112,  139,    0,    5,,2022-04-09,  310,   44,  310,,,13.3,,,8.9,,,,,,,,,,,,,,,,,,   74,10034,   58,10020,   43,   72,   28,
,   89,  125,    0,   10,,2022-04-08,  290,   47,  280,,    1,17.8,,,10.0,,,,,,,,,,,,,,,,,,   93,10024,   53,10003,   20,   83,   28,
,  157,  224,    0,  246,    1,2022-04-07,  130,   75,  110,,    1,13.3,,,7.8,,,,,,,,,,,,    1,,,,,,   90,10064,   84,10064,   73,   83,   72,
,  134,  174,    0,   91,,2022-04-06,   50,   69,   60,,    1,11.7,,,6.7,,,,,,,,,,,,,,,,,,   93,10102,   85,10091,   77,   78,   61,
,   76,   89,    0,   15,,2022-04-05,  160,   34,  160,,,12.8,,,6.7,,,,,,,,,,,,,,,,,,   83,10166,   53,10159,   31,   56,   -6,
,  107,  134,    0,    0,,2022-04-04,  310,   54,  300,,,12.2,,,4.4,,,,,,,,,,,,,,,,,,   65,10146,   47,10135,   32,   39,  -28,
,  112,  148,    0,   23,,2022-04-03,  300,   40,  290,,,7.8,,,5.0,,,,,,,,,,,,,,,,,,   83,10098,   69,10091,   60,   44,   17,
,  130,  161,    0,    0,,2022-04-02,  310,   61,  310,,,12.8,,,3.9,,,,,,,,,,,,,,,,,,   73,10163,   46,10152,   25,   28,  -44,
,  161,  206,    0,   66,,2022-04-01,  290,   76,  290,,    1,16.1,,,6.1,,,,,,,,,,,,,,,,,,   90,10034,   55,10007,   29,   67,   11,
,  103,  143,    0,   13,    1,2022-03-31,  180,   48,  160,,    1,17.8,,,5.6,,,,,,,,,,    1,,,,,,,,   97,10047,   79,10051,   68,  106,   89,
,   94,  107,    0,    0,,2022-03-30,  310,   39,  310,,,8.3,,,-1.0,,,,,,,,,,,,,,,,,,   68,10210,   40,10207,   19,   -6,  -94,
,  125,  157,    0,    0,,2022-03-29,  310,   85,  290,,,2.8,,,-3.8,,,,,,,,,,,,,,,,,,   53,10203,   41,10186,   29,  -39, -122,
,  143,  188,    0,    0,,2022-03-28,  330,   99,  270,,,0.0,,,-4.3,,,,,,,,,,,,,,,,,,   51,10132,   37,10122,   23,  -61, -156,
,  139,  170,    0,    0,,2022-03-27,  310,   82,  290,,,7.2,,,-1.0,,,,,,,,,,,,,,,,,,   65,10041,   48,10020,   38,    6,  -56,
,  107,  143,    0,   10,,2022-03-26,  270,   55,  250,,,11.7,,,6.1,,,,,,,,,,,,    1,,,,,,   66, 9983,   49, 9973,   38,   50,  -11,
,   98,  139,    0,    8,,2022-03-25,  260,   48,  270,,    1,15.6,,,6.7,,,,,,,,,,,,,,,,,,   90,10024,   57,10014,   38,   72,   22,
,  125,  152,    0,  259,,2022-03-24,   50,   76,   50,,    1,8.3,,,3.9,,,,,,,,,,,,,,,,,,   93,10122,   88,10125,   83,   56,   44,
,   89,  103,    0,   28,,2022-03-23,  110,   52,   50,,,8.3,,,3.9,,,,,,,,,,,,,,,,,,   82,10230,   46,10224,   30,   17,  -56,
,  112,  134,    0,    0,,2022-03-22,  310,   72,  320,,,13.9,,,6.7,,,,,,,,,,,,,,,,,,   43,10210,   25,10190,   14,   33,  -94,
,  125,  157,    0,    0,,2022-03-21,  310,   64,  290,,,16.7,,,6.7,,,,,,,,,,,,,,,,,,   56,10173,   36,10152,   21,   50,  -39,
,  143,  179,    0,    0,,2022-03-20,  310,   73,  310,,,16.1,,,7.8,,,,,,,,,,,,,,,,,,   72,10088,   52,10068,   44,   78,   28,
,   72,   85,    0,   18,    1,2022-03-19,  160,   33,  160,,    1,20.0,,,7.8,,,,,,,,,,    1,,    1,,,,,,   93,10088,   76,10085,   61,  122,  100,
,   72,   89,    0,    0,    1,2022-03-18,  160,   34,  170,,    1,22.8,,,9.4,,,,,,,,,,    1,,,,,,,,   97,10152,   75,10135,   34,  111,   89,
,   72,   85,    0,   28,    1,2022-03-17,   50,   41,   40,,    1,12.8,,,5.6,,,,,,,,,,    1,,,,,,,,  100,10159,   89,10159,   20,   78,   67,
,   76,  103,    0,    0,,2022-03-16,  170,   35,  280,,,17.8,,,6.1,,,,,,,,,,,,,,,,,,   83,10217,   54,10203,   38,   78,   28,
,  112,  130,    0,    0,,2022-03-15,  310,   41,  310,,,20.0,,,7.8,,,,,,,,,,,,,,,,,,   53,10220,   41,10217,   24,   67,   -6,
,   81,  103,    0,    0,,2022-03-14,  160,   44,  210,,,13.9,,,1.1,,,,,,,,,,,,,,,,,,   59,10274,   43,10261,   27,   28,  -44,
,  161,  215,    3,    0,,2022-03-13,  290,   73,  300,,,1.7,,,-4.9,,,,,,,,,,,,,,,,,,   66,10210,   42,10179,   29,  -50, -133,
,  179,  215,   23,  119,,2022-03-12,  320,   84,  300,,    1,8.3,,,-3.8,,,,,,,,,,    1,,,,,,,,   93, 9983,   72, 9970,   37,    6,  -28,
,   72,   94,    0,    0,    1,2022-03-11,  150,   31,  160,,,11.7,,,2.2,,,,,,,,,,,,,,,,,,   86,10166,   56,10166,   22,   39,  -17,
,   54,   67,    0,    0,    1,2022-03-10,  170,   25,  130,,    1,10.0,,,0.0,,,,,,,,,,,,,,,,,,   93,10207,   65,10193,   36,   22,  -17,
,   76,   94,   15,  147,,2022-03-09,   40,   44,   40,,    1,5.0,,,0.6,,,,,    1,,,,,,,,,,,,,   92,10173,   73,10163,   37,   11,  -28,
,  170,  206,    0,    0,,2022-03-08,  310,   82,  310,,,10.0,,,4.4,,,,,,,,,,,,,,,,,,   48,10176,   39,10146,   30,   11,  -72,
,  201,  250,    0,   13,,2022-03-07,  290,   62,  290,,,23.3,,,10.0,,,,,,,,,,,,,,,,,,   67,10061,   57,10058,   36,  133,   89,
,   98,  130,    0,   13,,2022-03-06,  220,   47,  210,,,20.0,,,3.9,,,,,,,,,,,,,,,,,,   84,10166,   73,10166,   63,  100,   78,
,   81,  103,    0,    0,,2022-03-05,  160,   30,  180,,,7.2,,,-0.5,,,,,,,,,,,,,,,,,,   67,10312,   49,10301,   28,    6,  -61,
,   94,  112,    0,    0,,2022-03-04,  340,   42,  310,,,3.3,,,-5.5,,,,,,,,,,,,,,,,,,   48,10322,   34,10308,   23,  -50, -150,
,  134,  170,    0,    8,,2022-03-03,  310,   82,  320,,,8.9,,,-3.8,,,,,,,,,,,,,,,,,,   71,10183,   42,10152,   28,   -6,  -89,
,   81,  103,    0,    0,,2022-03-02,  310,   47,  310,,,11.7,,,4.4,,,,,,,,,,,,,,,,,,   74,10142,   52,10135,   27,   33,  -22,
,  103,  130,    0,    0,,2022-03-01,  170,   42,  190,,,8.9,,,-0.5,,,,,,,,,,,,,,,,,,   77,10196,   53,10200,   26,   11,  -50,
,  112,  157,    0,    0,,2022-02-28,  320,   52,  320,,,2.2,,,-2.7,,,,,,,,,,,,,,,,,,   59,10240,   31,10217,   21,  -44, -156,
,  134,  192,    0,    0,,2022-02-27,  310,   72,  250,,,8.9,,,-1.0,,,,,,,,,,,,,,,,,,   54,10163,   39,10156,   22,  -11, -100,
,  107,  143,    0,    0,,2022-02-26,  320,   50,  310,,,3.3,,,-4.3,,,,,,,,,,,,,,,,,,   55,10281,   46,10274,   35,  -39, -111,
,  116,  157,    8,  208,,2022-02-25,  320,   66,  320,,    1,6.1,,,-2.7,,,,,    1,    1,,,,,,,,,,,,   89,10203,   72,10196,   48,  -11,  -39,
,   94,  116,    0,    0,,2022-02-24,  330,   48,  330,,,2.2,,,-1.6,,,,,,,,,,,,,,,,,,   52,10305,   43,10288,   30,  -33, -117,
,  143,  179,    0,    0,,2022-02-23,  320,   64,  320,,,20.0,,,2.2,,,,,,,,,,,,,,,,,,   86,10159,   60,10135,   29,   89,   44,
,  103,  139,    0,   58,    1,2022-02-22,  170,   45,  180,,    1,13.3,,,2.2,,,,,,,,,,    1,,,,,,,,   93,10224,   86,10224,   74,   61,   50,
,   72,  103,    0,    0,,2022-02-21,  210,   34,  220,,,12.2,,,0.6,,,,,,,,,,,,,,,,,,   82,10271,   51,10257,   30,   17,  -44,
,  157,  219,    0,    0,,2022-02-20,  310,   58,  310,,,2.2,,,-5.5,,,,,,,,,,,,,,,,,,   54,10291,   42,10278,   28,  -50, -133,
,  165,  206,    0,    0,,2022-02-19,  300,   76,  290,,,5.0,,,-3.8,,,,,,,,,,,,,,,,,,   54,10169,   41,10152,   29,  -39, -122,
,  165,  224,    0,   64,,2022-02-18,  320,   91,  310,,,17.2,,,-2.1,,,,,,,,,,,,,,,,,,   81,10075,   51,10041,   33,   33,  -28,
,   94,  125,    0,   76,,2022-02-17,  160,   56,  210,,    1,17.2,,,8.3,,,,,,,,,,,,,,,,,,   83,10179,   65,10193,   48,   94,   61,
,   89,  112,    0,    0,,2022-02-16,  190,   45,  180,,,8.3,,,-2.7,,,,,,,,,,,,,,,,,,   74,10362,   59,10362,   43,   11,  -39,
,   94,  112,    0,    0,,2022-02-15,  310,   49,  320,,,0.0,,,-7.7,,,,,,,,,,,,,,,,,,   45,10369,   36,10345,   23,  -72, -172,
,  116,  152,    0,    0,,2022-02-14,  320,   79,  300,,,-2.7,,,-7.7,,,,,,,,,,,,,,,,,,   54,10220,   41,10196,   32,  -78, -167,
,   81,  116,   61,   48,    1,2022-02-13,  350,   47,  320,,    1,5.6,,,-3.2,,,,,,,,,,,,,,,,,,   85,10193,   69,10183,   47,  -17,  -50,
,  112,  148,    0,    0,,2022-02-12,  260,   59,  270,,,15.6,,,5.6,,,,,,,,,,,,,,,,,,   50,10139,   36,10119,   24,   56,  -28,
,  112,  148,    0,    0,,2022-02-11,  170,   50,  170,,,13.3,,,2.8,,,,,,,,,,,,,,,,,,   63,10142,   46,10132,   24,   39,  -28,
,  125,  161,    0,    0,    1,2022-02-10,  270,   44,  270,,    1,13.3,,,1.1,,,,,,,,,,,,,,,,,,   89,10115,   51,10102,   23,   28,  -33,
,   76,  107,    0,    0,,2022-02-09,  270,   37,  260,,,6.7,,,-0.5,,,,,,,,,,,,,,,,,,   79,10169,   54,10159,   35,    0,  -56,
,  116,  143,    0,   20,,2022-02-08,  310,   57,  310,,    1,8.3,,,1.1,,,,,,,,,,,,,,,,,,   86,10139,   62,10122,   42,   11,  -28,
,   58,   76,    0,   38,    1,2022-02-07,   40,   31,   50,,    1,4.4,,,-0.5,,,,,    1,,,,,,,,,,,,,   89,10240,   84,10247,   72,    6,  -11,
,   63,   81,    0,    0,,2022-02-06,  180,   32,  180,,,0.0,,,-8.2,,,,,,,,,,,,,,,,,,   69,10356,   52,10342,   37,  -61, -122,
,  130,  161,    0,    0,,2022-02-05,  310,   79,  300,,,-1.6,,,-6.0,,,,,,,,,,,,,,,,,,   75,10251,   56,10217,   46,  -56, -111,
,  107,  125,    0,  188,,2022-02-04,  310,   53,  320,,    1,12.8,,,-2.1,,,,,,    1,,,,,,,,,,,,   87,10129,   81,10112,   72,   22,    6,
,   45,   63,    0,  107,    1,2022-02-03,  190,   26,  170,,    1,8.9,,,3.9,,,,,,,,,,    1,,,,,,,,   92,10224,   87,10224,   86,   61,   50,
,   45,   58,    0,    0,    1,2022-02-02,   40,   23,   60,,    1,5.6,,,-0.5,,,,,,,,,,,,,,,,,,   89,10298,   79,10295,   70,   17,    0,
,   67,   94,    0,    0,,2022-02-01,   60,   34,   60,,,2.8,,,-4.3,,,,,,,,,,,,,,,,,,   70,10335,   56,10322,   47,  -33,  -83,
,   45,   72,    0,    0,,2022-01-31,   50,   29,   60,,,-1.0,,,-7.1,,,,,,,,,,,,,,,,,,   60,10278,   48,10254,   39,  -56, -128,
,  125,  165,    0,    0,,2022-01-30,  310,   61,  310,,,-2.7,,,-9.9,,,,,,,,,,,,,,,,,,   54,10163,   45,10135,   37,  -83, -161,
,  143,  206,  206,  124,    1,2022-01-29,  340,  102,  350,,    1,-1.0,,,-9.3,,,,,,,    1,,,,,,,,,,,   88,10061,   66,10054,   39,  -78, -122,
,   81,  112,   33,   28,    1,2022-01-28,   30,   35,   30,,    1,1.7,,,-1.0,,,,,,,,,,,,,,,,,,   85,10193,   67,10190,   38,  -22,  -61,
,   76,   94,    0,    0,,2022-01-27,  160,   37,  180,,,0.0,,,-7.7,,,,,,,,,,,,,,,,,,   54,10288,   44,10284,   36,  -61, -139,
,  107,  143,    0,    0,,2022-01-26,  320,   56,  320,,,-1.0,,,-6.0,,,,,,,,,,,,,,,,,,   53,10274,   38,10251,   29,  -67, -161,
,   94,  125,    0,    0,    1,2022-01-25,  300,   47,  200,,,6.1,,,-1.0,,,,,,,,,,,,,,,,,,   65,10146,   54,10119,   41,    0,  -56,
,   67,   85,    5,    0,    1,2022-01-24,  190,   36,  340,,,3.3,,,-2.1,,,,,,,,,,,,,,,,,,   73,10115,   61,10102,   52,  -22,  -67,
,   89,  121,    5,    3,    1,2022-01-23,  240,   42,  270,,,3.3,,,-3.2,,,,,,,,,,,,,,,,,,   79,10122,   44,10122,   29,  -33, -117,
,   72,   89,    0,    0,,2022-01-22,   20,   34,   30,,,-1.0,,,-9.9,,,,,,,,,,,,,,,,,,   53,10264,   46,10268,   35,  -72, -150,
,  112,  139,    0,    0,,2022-01-21,   10,   62,   20,,,-4.9,,,-9.3,,,,,,,,,,,,,,,,,,   51,10335,   43,10318,   38,  -94, -178,
,   98,  121,    8,   64,,2022-01-20,  350,   54,  340,,    1,8.3,,,-4.9,,,,,,,,,,,,,,,,,,   85,10210,   60,10179,   40,   -6,  -56,
,   94,  130,    0,    0,    1,2022-01-19,  200,   47,  200,,,10.6,,,-1.6,,,,,,,,,,,,,,,,,,   61,10176,   46,10169,   33,   11,  -56,
,  148,  192,    0,    0,,2022-01-18,  310,   84,  300,,,3.3,,,-0.5,,,,,,,,,,,,,,,,,,   54,10119,   45,10081,   33,  -22,  -94,
,  161,  192,    0,  269,    1,2022-01-17,   60,   86,   60,,    1,7.8,,,1.7,,,,,,,,,,,,,,,,,,   89, 9895,   69, 9895,   50,   22,  -11,
,  103,  130,   15,   91,,2022-01-16,   50,   55,   80,,    1,4.4,,,-12.1,,,,,,,,,,,,,,,,,,   89,10237,   66,10217,   46,  -67, -111,
,  107,  139,    0,    0,,2022-01-15,  330,   58,  330,,,-5.5,,,-10.5,,,,,,,,,,,,,,,,,,   62,10247,   48,10217,   34, -106, -178,
,  134,  183,    0,    0,,2022-01-14,  350,   76,  360,,,6.1,,,-5.5,,,,,,,,,,,,,,,,,,   82,10098,   64,10081,   57,    6,  -33,
,   58,   76,    0,    0,,2022-01-13,   50,   26,   60,,,7.8,,,0.6,,,,,,,,,,,,,,,,,,   79,10149,   64,10146,   46,   17,  -22,
,   89,  112,    0,    0,,2022-01-12,  220,   44,  220,,,5.6,,,-6.6,,,,,,,,,,,,,,,,,,   55,10224,   44,10224,   36,  -28, -106,
,  125,  165,    0,    0,,2022-01-11,  320,   64,  310,,,-3.2,,,-8.2,,,,,,,,,,,,,,,,,,   57,10312,   41,10288,   33,  -89, -178,
,  116,  157,    0,    0,,2022-01-10,  310,   75,  320,,,5.6,,,-3.2,,,,,,,,,,,,,,,,,,   65,10196,   44,10173,   33,  -33, -111,
,   94,  121,    0,   28,,2022-01-09,  210,   49,  210,,,5.6,,,-1.0,,,,,,,,,,,,,,,,,,   83,10224,   65,10230,   41,    6,  -33,
,  125,  157,    0,    0,,2022-01-08,  310,   48,  300,,,0.0,,,-4.9,,,,,,,,,,,,,,,,,,   55,10332,   43,10305,   30,  -56, -139,
,  130,  174,  246,   84,,2022-01-07,  300,   83,  290,,    1,2.2,,,-2.1,,,,,,,,,,,,,,,,,,   88,10125,   63,10102,   44,  -22,  -67,
,  125,  148,    0,    0,,2022-01-06,  290,   50,  270,,,6.1,,,2.2,,,,,,,,,,,,,,,,,,   73,10115,   45,10095,   33,    0,  -72,
,   67,  107,    0,   61,    1,2022-01-05,  250,   34,  200,,    1,8.9,,,0.0,,,,,,,,,,,,,,,,,,   86,10132,   76,10139,   52,   33,    6,
,   89,  121,    0,    0,,2022-01-04,  320,   39,  350,,,2.2,,,-6.0,,,,,,,,,,,,,,,,,,   60,10281,   48,10268,   35,  -44, -117,
,  125,  152,    0,    0,,2022-01-03,  340,   64,  350,,,3.9,,,-4.3,,,,,,,,,,,,,,,,,,   62,10196,   49,10169,   38,  -39, -100,
,  125,  148,    0,   10,,2022-01-02,  310,   43,  310,,    1,15.6,,,3.9,,,,,,,,,,,,,,,,,,   93,10051,   80,10024,   63,   83,   67,
,   63,   76,    0,  193,,2022-01-01,  200,   28,  200,,    1,13.9,,,10.0,,,,,,,,,,,,,,,,,,   93,10078,   89,10078,   83,  106,  100,
,   58,   72,    0,    0,,2021-12-31,  200,   29,  210,,    1,12.8,,,8.9,,,,,,,,,,,,,,,,,,   90,10135,   81,10125,   72,   89,   72,
,   54,   63,    0,   13,    1,2021-12-30,  190,   25,  200,,    1,9.4,,,6.1,,,,,,,,,,,,,,,,,,   89,10135,   85,10125,   80,   67,   56,
,   67,   81,    0,   41,    1,2021-12-29,   50,   36,   50,,    1,6.7,,,5.6,,,,,,,,,,,,,,,,,,   89,10125,   84,10108,   76,   50,   33,
,   72,   85,    0,   13,    1,2021-12-28,  300,   29,  290,,    1,8.9,,,2.8,,,,,,,,,,,,,,,,,,   86,10105,   67,10091,   46,   39,    6,
,   76,   94,    0,   20,,2021-12-27,  340,   38,  320,,,5.0,,,1.7,,,,,    1,,,,,,,,,,,,,   82,10166,   59,10159,   49,    0,  -44,
,  143,  179,    0,    0,,2021-12-26,  320,   85,  310,,,11.1,,,5.0,,,,,,,,,,,,,,,,,,   72,10115,   54,10085,   44,   44,   -6,
,   54,   72,    0,   41,,2021-12-25,  310,   25,  250,,    1,10.6,,,2.2,,,,,,,,,,,,,,,,,,   93,10027,   83,10024,   74,   50,   33,
,   72,   98,   15,    5,    1,2021-12-24,   40,   35,   50,,,3.9,,,-0.5,,,,,,,,,,,,,,,,,,   82,10179,   75,10169,   44,    0,  -28,
,  112,  139,    0,    0,,2021-12-23,  300,   63,  320,,,2.8,,,0.0,,,,,,,,,,,,,,,,,,   50,10203,   46,10186,   41,  -22,  -89,
,  143,  188,    0,   41,,2021-12-22,  320,   72,  310,,    1,8.9,,,1.7,,,,,,,,,,,,,,,,,,   89,10054,   58,10037,   40,   22,  -28,
,   54,   72,    0,    0,,2021-12-21,  300,   27,   60,,,6.1,,,0.6,,,,,,,,,,,,,,,,,,   71,10173,   53,10173,   45,    6,  -50,
,   72,   94,    0,    0,,2021-12-20,  240,   38,  230,,,3.3,,,-2.7,,,,,,,,,,,,,,,,,,   61,10261,   48,10251,   33,  -28,  -94,
,  125,  152,    0,    3,,2021-12-19,  310,   71,  310,,    1,7.2,,,-0.5,,,,,    1,,,,,,,,,,,,,   90,10176,   59,10152,   46,   17,  -33,
,   72,   81,    0,   23,    1,2021-12-18,   50,   34,   50,,    1,10.0,,,4.4,,,,,,,,,,,,,,,,,,   93,10173,   74,10173,   33,   44,   11,
,  107,  148,    0,    0,,2021-12-17,  260,   55,  270,,,16.7,,,10.0,,,,,,,,,,,,,,,,,,   60,10173,   31,10152,   13,   67,  -39,
,   89,  121,    0,    0,,2021-12-16,  220,   51,  230,,,17.2,,,12.8,,,,,,,,,,,,,,,,,,   77,10173,   56,10169,   38,  106,   61,
,   72,   98,    0,    0,,2021-12-15,  130,   35,  130,,,12.8,,,4.4,,,,,,,,,,,,,,,,,,   80,10335,   59,10335,   43,   56,   11,
,   76,  103,    0,    0,,2021-12-14,  300,   41,  300,,,12.2,,,6.7,,,,,,,,,,,,,,,,,,   58,10318,   36,10291,   23,   39,  -56,
,   98,  143,    0,    0,,2021-12-13,  250,   53,  260,,,12.2,,,5.6,,,,,,,,,,,,,,,,,,   41,10240,   29,10224,   21,   28,  -83,
,  139,  197,    0,    0,,2021-12-12,  310,   75,  290,,,15.0,,,6.7,,,,,,,,,,,,,,,,,,   44,10186,   34,10152,   26,   28,  -67,
,  143,  201,    0,   36,    1,2021-12-11,  290,   47,  270,,    1,19.4,,,7.2,,,,,,,,,,,,,,,,,,   93,10078,   80,10081,   42,  111,   94,
,   67,   85,    0,    0,,2021-12-10,  210,   30,  200,,,10.6,,,4.4,,,,,,,,,,,,,,,,,,   77,10210,   55,10200,   41,   39,  -11,
,  125,  152,    0,    0,,2021-12-09,  310,   51,  310,,,4.4,,,1.1,,,,,,,,,,,,,,,,,,   65,10220,   47,10196,   39,   -6,  -72,
,   94,  121,    0,   10,,2021-12-08,  310,   41,  320,,    1,6.1,,,2.2,,,,,,,,,,,,,,,,,,   79,10159,   64,10152,   48,   17,  -22,
,  134,  174,    0,    0,,2021-12-07,  320,   49,  320,,,7.2,,,3.9,,,,,,,,,,,,,,,,,,   50,10203,   42,10179,   36,    6,  -72,
,  183,  255,    0,  112,    1,2021-12-06,  290,   64,  280,,    1,16.1,,,7.8,,,,,,,,,,,,,,,,,,   93,10102,   77,10102,   33,  100,   78,
,   72,   94,    0,    0,,2021-12-05,  330,   32,  320,,,9.4,,,5.6,,,,,,,,,,,,,,,,,,   61,10268,   39,10254,   29,   28,  -56,
,   76,   94,    0,    0,,2021-12-04,  300,   31,  310,,,9.4,,,3.9,,,,,,,,,,,,,,,,,,   58,10196,   49,10179,   41,   28,  -33,
,  139,  183,    0,    0,,2021-12-03,  300,   78,  300,,,10.0,,,4.4,,,,,,,,,,,,,,,,,,   48,10132,   42,10102,   33,   28,  -50,
,  174,  228,    0,   10,,2021-12-02,  300,   55,  290,,,15.6,,,7.8,,,,,,,,,,,,,,,,,,   80,10071,   62,10075,   49,   89,   50,
,   89,  130,    0,    0,    1,2021-12-01,  260,   44,  250,,,10.0,,,6.1,,,,,,,,,,,,,,,,,,   53,10196,   44,10179,   35,   33,  -39,
,  107,  148,    0,    0,,2021-11-30,  260,   42,  260,,,6.1,,,1.1,,,,,,,,,,,,,,,,,,   67,10152,   54,10142,   41,    6,  -44,
,  107,  134,    0,    3,,2021-11-29,  320,   59,  310,,,6.1,,,1.7,,,,,,,,,,,,,,,,,,   62,10125,   56,10105,   43,   17,  -39,
,   72,   85,    0,    0,,2021-11-28,  270,   23,  270,,,6.7,,,1.1,,,,,    1,,,,,,,,,,,,,   76,10115,   65,10108,   41,   11,  -28,
,  143,  183,    0,    0,,2021-11-27,  290,   79,  310,,,5.6,,,2.2,,,,,,,,,,,,,,,,,,   57,10108,   47,10085,   38,    0,  -67,
,  139,  179,    0,   20,    1,2021-11-26,  290,   72,  280,,,10.6,,,3.3,,,,,,,,,,,,,,,,,,   77,10041,   60,10034,   43,   39,   -6,
,   58,   72,    0,    0,,2021-11-25,  260,   27,  270,,,13.9,,,5.0,,,,,,,,,,,,,,,,,,   53,10159,   37,10163,   25,   39,  -44,
,   98,  130,    0,    0,,2021-11-24,  310,   53,  310,,,8.3,,,0.6,,,,,,,,,,,,,,,,,,   59,10254,   43,10240,   29,    6,  -72,
,  130,  170,    0,    0,,2021-11-23,  310,   78,  310,,,6.7,,,1.7,,,,,,,,,,,,,,,,,,   57,10166,   47,10146,   35,    0,  -72,
,  103,  134,    0,   10,,2021-11-22,  330,   59,  320,,,13.9,,,3.3,,,,,,,,,,,,,,,,,,   77,10115,   59,10102,   41,   61,   11,
,   67,   89,    0,    0,,2021-11-21,  180,   39,  210,,,13.9,,,8.3,,,,,,,,,,,,,,,,,,   80,10234,   60,10234,   37,   72,   28,
